state,GDP,Rndrng_Prvdr_State_Abrvtn,Mean_Discharge,Mean_Covered,Mean_Total_Payment,Mean_Medicare_Payment,Medicare_Coverage
ND,54422.9,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
OH,684382.5,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
OK,190063.6,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
OR,247966.7,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
PA,771613.2,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
RI,60770.6,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
SC,245359.5,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
SD,55681.2,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
TN,379007.1,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
TX,1789933.4,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
UT,202133.4,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
VT,34018.6,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
VA,556992.6,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
WA,612969.1,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
WV,76547.9,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
WI,340591.1,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
WY,36330.4,HI,29.408,62408.89344,21826.617253333334,16682.26336,0.7643082373404567
AL,230892.1,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
AK,50475.2,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
AZ,382072.3,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
AR,133969.1,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
CA,3020173.4,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
CO,391263.3,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
CT,276223.3,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
DE,75818.6,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
DC,144720,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
FL,1116726.8,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
GA,625425.7,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
HI,82535.5,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
ID,85927.8,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
IL,856942.9,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
IN,373781.6,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
IA,196982.9,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
KS,177580.9,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
KY,216865.6,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
LA,232527.8,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
ME,70740,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
MD,410931,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
MA,585150.3,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
MI,520105.3,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
MN,376814.4,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
MS,115123.4,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
MO,330249.9,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
MT,52355.8,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
NE,134580.8,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
NV,172562.6,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
NH,88337.7,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
NJ,620085.9,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
NM,98790,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
NY,1740804.7,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
NC,598915.9,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
ND,54422.9,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
OH,684382.5,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
OK,190063.6,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
OR,247966.7,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
PA,771613.2,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
RI,60770.6,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
SC,245359.5,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
SD,55681.2,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
TN,379007.1,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
TX,1789933.4,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
UT,202133.4,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
VT,34018.6,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
VA,556992.6,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
WA,612969.1,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
WV,76547.9,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
WI,340591.1,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
WY,36330.4,IA,35.64845173041894,51942.02814814815,13697.754681238615,11820.426739526412,0.8629463013902914
AL,230892.1,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
AK,50475.2,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
AZ,382072.3,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
AR,133969.1,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
CA,3020173.4,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
CO,391263.3,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
CT,276223.3,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
DE,75818.6,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
DC,144720,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
FL,1116726.8,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
GA,625425.7,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
HI,82535.5,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
ID,85927.8,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
IL,856942.9,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
IN,373781.6,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
IA,196982.9,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
KS,177580.9,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
KY,216865.6,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
LA,232527.8,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
ME,70740,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
MD,410931,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
MA,585150.3,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
MI,520105.3,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
MN,376814.4,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
MS,115123.4,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
MO,330249.9,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
MT,52355.8,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NE,134580.8,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NV,172562.6,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NH,88337.7,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NJ,620085.9,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NM,98790,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NY,1740804.7,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
NC,598915.9,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
ND,54422.9,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
OH,684382.5,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
OK,190063.6,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
OR,247966.7,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
PA,771613.2,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
RI,60770.6,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
SC,245359.5,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
SD,55681.2,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
TN,379007.1,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
TX,1789933.4,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
UT,202133.4,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
VT,34018.6,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
VA,556992.6,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
WA,612969.1,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
WV,76547.9,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
WI,340591.1,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
WY,36330.4,ID,29.97222222222222,60442.95067901235,15695.672345679013,13378.929521604938,0.8523960762527086
AL,230892.1,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
AK,50475.2,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
AZ,382072.3,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
AR,133969.1,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
CA,3020173.4,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
CO,391263.3,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
CT,276223.3,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
DE,75818.6,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
DC,144720,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
FL,1116726.8,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
GA,625425.7,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
HI,82535.5,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
ID,85927.8,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
IL,856942.9,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
IN,373781.6,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
IA,196982.9,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
KS,177580.9,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
KY,216865.6,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
LA,232527.8,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
ME,70740,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MD,410931,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MA,585150.3,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MI,520105.3,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MN,376814.4,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MS,115123.4,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MO,330249.9,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
MT,52355.8,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NE,134580.8,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NV,172562.6,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NH,88337.7,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NJ,620085.9,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NM,98790,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NY,1740804.7,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
NC,598915.9,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
ND,54422.9,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
OH,684382.5,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
OK,190063.6,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
OR,247966.7,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
PA,771613.2,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
RI,60770.6,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
SC,245359.5,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
SD,55681.2,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
TN,379007.1,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
TX,1789933.4,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
UT,202133.4,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
VT,34018.6,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
VA,556992.6,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
WA,612969.1,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
WV,76547.9,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
WI,340591.1,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
WY,36330.4,IL,35.60336247478144,65366.86307599193,15612.969966375253,12762.103651647612,0.8174039711299397
AL,230892.1,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
AK,50475.2,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
AZ,382072.3,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
AR,133969.1,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
CA,3020173.4,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
CO,391263.3,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
CT,276223.3,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
DE,75818.6,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
DC,144720,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
FL,1116726.8,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
GA,625425.7,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
HI,82535.5,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
ID,85927.8,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
IL,856942.9,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
IN,373781.6,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
IA,196982.9,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
KS,177580.9,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
KY,216865.6,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
LA,232527.8,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
ME,70740,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MD,410931,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MA,585150.3,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MI,520105.3,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MN,376814.4,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MS,115123.4,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MO,330249.9,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
MT,52355.8,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NE,134580.8,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NV,172562.6,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NH,88337.7,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NJ,620085.9,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NM,98790,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NY,1740804.7,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
NC,598915.9,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
ND,54422.9,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
OH,684382.5,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
OK,190063.6,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
OR,247966.7,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
PA,771613.2,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
RI,60770.6,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
SC,245359.5,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
SD,55681.2,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
TN,379007.1,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
TX,1789933.4,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
UT,202133.4,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
VT,34018.6,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
VA,556992.6,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
WA,612969.1,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
WV,76547.9,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
WI,340591.1,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
WY,36330.4,IN,34.60054890219561,62779.775606287425,14266.922679640718,12379.189760479041,0.8676846463985172
AL,230892.1,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
AK,50475.2,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
AZ,382072.3,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
AR,133969.1,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
CA,3020173.4,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
CO,391263.3,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
CT,276223.3,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
DE,75818.6,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
DC,144720,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
FL,1116726.8,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
GA,625425.7,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
HI,82535.5,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
ID,85927.8,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
IL,856942.9,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
IN,373781.6,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
IA,196982.9,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
KS,177580.9,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
KY,216865.6,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
LA,232527.8,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
ME,70740,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
MD,410931,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
MA,585150.3,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
MI,520105.3,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
MN,376814.4,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
MS,115123.4,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
MO,330249.9,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
MT,52355.8,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
NE,134580.8,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
NV,172562.6,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
NH,88337.7,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
NJ,620085.9,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
NM,98790,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
NY,1740804.7,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
NC,598915.9,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
ND,54422.9,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
OH,684382.5,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
OK,190063.6,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
OR,247966.7,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
PA,771613.2,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
RI,60770.6,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
SC,245359.5,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
SD,55681.2,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
TN,379007.1,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
TX,1789933.4,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
UT,202133.4,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
VT,34018.6,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
VA,556992.6,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
WA,612969.1,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
WV,76547.9,KS,37.456371986222734,69649.89831802525,13776.26653272101,11727.770378874857,0.8513025173416453
