state,GDP,Rndrng_Prvdr_State_Abrvtn,Mean_Discharge,Mean_Covered,Mean_Total_Payment,Mean_Medicare_Payment,Medicare_Coverage
IN,373781.6,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
IA,196982.9,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
KS,177580.9,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
KY,216865.6,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
LA,232527.8,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
ME,70740,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
MD,410931,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
MA,585150.3,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
MI,520105.3,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
MN,376814.4,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
MS,115123.4,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
MO,330249.9,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
MT,52355.8,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
NE,134580.8,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
NV,172562.6,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
NH,88337.7,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
NJ,620085.9,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
NM,98790,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
NY,1740804.7,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
NC,598915.9,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
ND,54422.9,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
OH,684382.5,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
OK,190063.6,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
OR,247966.7,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
PA,771613.2,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
RI,60770.6,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
SC,245359.5,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
SD,55681.2,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
TN,379007.1,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
TX,1789933.4,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
UT,202133.4,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
VT,34018.6,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
VA,556992.6,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
WA,612969.1,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
WV,76547.9,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
WI,340591.1,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
WY,36330.4,AR,34.78881048387097,51084.51763104839,12931.131023185484,11165.731134072581,0.8634767611628444
AL,230892.1,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
AK,50475.2,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
AZ,382072.3,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
AR,133969.1,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
CA,3020173.4,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
CO,391263.3,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
CT,276223.3,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
DE,75818.6,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
DC,144720,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
FL,1116726.8,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
GA,625425.7,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
HI,82535.5,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
ID,85927.8,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
IL,856942.9,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
IN,373781.6,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
IA,196982.9,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
KS,177580.9,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
KY,216865.6,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
LA,232527.8,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
ME,70740,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
MD,410931,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
MA,585150.3,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
MI,520105.3,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
MN,376814.4,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
MS,115123.4,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
MO,330249.9,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
MT,52355.8,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
NE,134580.8,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
NV,172562.6,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
NH,88337.7,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
NJ,620085.9,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
NM,98790,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
NY,1740804.7,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
NC,598915.9,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
ND,54422.9,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
OH,684382.5,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
OK,190063.6,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
OR,247966.7,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
PA,771613.2,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
RI,60770.6,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
SC,245359.5,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
SD,55681.2,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
TN,379007.1,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
TX,1789933.4,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
UT,202133.4,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
VT,34018.6,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
VA,556992.6,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
WA,612969.1,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
WV,76547.9,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
WI,340591.1,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
WY,36330.4,AZ,31.93640350877193,89736.34930137845,16744.431510025064,14281.441813909774,0.8529069383669029
AL,230892.1,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
AK,50475.2,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
AZ,382072.3,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
AR,133969.1,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
CA,3020173.4,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
CO,391263.3,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
CT,276223.3,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
DE,75818.6,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
DC,144720,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
FL,1116726.8,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
GA,625425.7,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
HI,82535.5,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
ID,85927.8,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
IL,856942.9,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
IN,373781.6,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
IA,196982.9,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
KS,177580.9,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
KY,216865.6,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
LA,232527.8,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
ME,70740,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
MD,410931,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
MA,585150.3,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
MI,520105.3,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
MN,376814.4,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
MS,115123.4,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
MO,330249.9,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
MT,52355.8,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
NE,134580.8,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
NV,172562.6,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
NH,88337.7,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
NJ,620085.9,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
NM,98790,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
NY,1740804.7,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
NC,598915.9,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
ND,54422.9,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
OH,684382.5,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
OK,190063.6,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
OR,247966.7,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
PA,771613.2,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
RI,60770.6,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
SC,245359.5,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
SD,55681.2,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
TN,379007.1,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
TX,1789933.4,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
UT,202133.4,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
VT,34018.6,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
VA,556992.6,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
WA,612969.1,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
WV,76547.9,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
WI,340591.1,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
WY,36330.4,CA,33.70481234169929,128217.98159106608,21424.589738276154,18811.046850871135,0.8780119983937994
AL,230892.1,CO,29.79157427937916,109312.56365299335,17935.819257206207,15280.513675166298,0.8519551549911462
AK,50475.2,CO,29.79157427937916,109312.56365299335,17935.819257206207,15280.513675166298,0.8519551549911462
AZ,382072.3,CO,29.79157427937916,109312.56365299335,17935.819257206207,15280.513675166298,0.8519551549911462
AR,133969.1,CO,29.79157427937916,109312.56365299335,17935.819257206207,15280.513675166298,0.8519551549911462
CA,3020173.4,CO,29.79157427937916,109312.56365299335,17935.819257206207,15280.513675166298,0.8519551549911462
CO,391263.3,CO,29.79157427937916,109312.56365299335,17935.819257206207,15280.513675166298,0.8519551549911462
CT,276223.3,CO,29.79157427937916,109312.56365299335,17935.819257206207,15280.513675166298,0.8519551549911462
DE,75818.6,CO,29.79157427937916,109312.56365299335,17935.819257206207,15280.513675166298,0.8519551549911462
